Storage Modulus (MPa),,,,,,,Loss Modulus (MPa),,,,,,,Tan Delta,,,,,
PC/ABS 0.1Hz,,PC/ABS 1Hz,,PC/ABS 10Hz,,,PC/ABS 0.1Hz,,PC/ABS 1Hz,,PC/ABS 10Hz,,,PC/ABS 0.1Hz,,PC/ABS 1Hz,,PC/ABS 10Hz,
Temperature (℃),Storage Modulus (MPa),Temperature (℃),Storage Modulus (MPa),Temperature (℃),Storage Modulus (MPa),,Temperature (℃),Loss Modulus (MPa),Temperature (℃),Loss Modulus (MPa),Temperature (℃),Loss Modulus (MPa),,Temperature (℃),Tan Delta,Temperature (℃),Tan Delta,Temperature (℃),Tan Delta
35.8862,3127.51,31.9184,3074.22,32.8162,2944.03,,35.8862,35.1858,31.9184,27.2009,32.8162,35.1401,,35.8862,0.01125,31.9184,0.00885,32.8162,0.01194
36.7181,3133.76,32.2353,3073.9,32.8846,2949.85,,36.7181,37.0024,32.2353,27.1015,32.8846,34.9213,,36.7181,0.01181,32.2353,0.00882,32.8846,0.01184
36.7156,3131.4,32.7353,3054.05,33.0708,2944.36,,36.7156,38.675,32.7353,26.8107,33.0708,34.61,,36.7156,0.01235,32.7353,0.00878,33.0708,0.01175
36.5336,3130.2,33.2332,3051.61,33.3186,2938.77,,36.5336,38.9597,33.2332,26.8555,33.3186,34.2833,,36.5336,0.01245,33.2332,0.0088,33.3186,0.01167
36.4494,3129.06,33.6435,3049.88,33.583,2935.34,,36.4494,38.1626,33.6435,26.6734,33.583,33.9975,,36.4494,0.0122,33.6435,0.00875,33.583,0.01158
36.5459,3124.7,33.945,3042.58,33.7549,2930.96,,36.5459,38.3498,33.945,26.5817,33.7549,33.7185,,36.5459,0.01227,33.945,0.00874,33.7549,0.0115
36.8441,3124.07,34.1496,3040.27,33.8984,2927.94,,36.8441,38.4998,34.1496,26.6365,33.8984,33.4749,,36.8441,0.01232,34.1496,0.00876,33.8984,0.01143
37.3184,3119.99,34.2772,3039.67,33.984,2926.13,,37.3184,38.833,34.2772,26.6568,33.984,33.2884,,37.3184,0.01245,34.2772,0.00877,33.984,0.01138
37.9492,3113.63,34.3586,3040.73,34.0347,2925.03,,37.9492,39.0715,34.3586,26.6405,34.0347,33.1461,,37.9492,0.01255,34.3586,0.00876,34.0347,0.01133
38.738,3106.32,34.4071,3042.41,34.0566,2924.48,,38.738,39.4015,34.4071,26.6625,34.0566,33.0512,,38.738,0.01268,34.4071,0.00876,34.0566,0.0113
39.6538,3097.98,34.4447,3043.87,34.0382,2924.51,,39.6538,39.8151,34.4447,26.6299,34.0382,32.9789,,39.6538,0.01285,34.4447,0.00875,34.0382,0.01128
40.6789,3089.28,34.4825,3044.79,34.0066,2924.7,,40.6789,40.6472,34.4825,26.6058,34.0066,32.8382,,40.6789,0.01316,34.4825,0.00874,34.0066,0.01123
41.762,3080.92,34.5259,3045.11,33.9699,2924.84,,41.762,41.5786,34.5259,26.5434,33.9699,32.6725,,41.762,0.0135,34.5259,0.00872,33.9699,0.01117
42.868,3071.85,34.5721,3045.04,33.9146,2924.92,,42.868,42.6418,34.5721,26.5031,33.9146,32.492,,42.868,0.01388,34.5721,0.0087,33.9146,0.01111
43.9814,3062.06,34.6453,3044.88,33.8775,2924.97,,43.9814,43.5664,34.6453,26.4555,33.8775,32.2439,,43.9814,0.01423,34.6453,0.00869,33.8775,0.01102
45.1135,3052.41,34.7315,3044.77,33.8441,2924.98,,45.1135,44.3337,34.7315,26.405,33.8441,32.026,,45.1135,0.01452,34.7315,0.00867,33.8441,0.01095
46.2555,3042.65,34.8378,3044.77,32.5822,2924.99,,46.2555,44.8295,34.8378,26.4299,32.5822,31.8118,,46.2555,0.01473,34.8378,0.00868,32.5822,0.01088
47.4078,3032.89,34.9668,3044.77,32.714,2924.99,,47.4078,45.1682,34.9668,26.473,32.714,31.5479,,47.4078,0.01489,34.9668,0.00869,32.714,0.01079
48.547,3023.64,35.1137,3044.77,32.8689,2924.99,,48.547,45.5205,35.1137,26.5129,32.8689,31.1061,,48.547,0.01505,35.1137,0.00871,32.8689,0.01063
49.6467,3014.41,35.2866,3044.77,33.0129,2925,,49.6467,46.1587,35.2866,26.5494,33.0129,30.6429,,49.6467,0.01531,35.2866,0.00872,33.0129,0.01048
50.7336,3004.51,35.4874,3044.77,33.1843,2925,,50.7336,46.7881,35.4874,26.5452,33.1843,30.5627,,50.7336,0.01557,35.4874,0.00872,33.1843,0.01045
51.8021,2994.03,35.6971,3044.77,33.358,2925,,51.8021,47.5374,35.6971,26.5162,33.358,30.8633,,51.8021,0.01588,35.6971,0.00871,33.358,0.01055
52.8516,2984,35.9375,3044.78,33.5472,2924.99,,52.8516,48.1812,35.9375,26.463,33.5472,31.5207,,52.8516,0.01615,35.9375,0.00869,33.5472,0.01078
53.8954,2974.61,36.2029,3044.88,33.7515,2924.98,,53.8954,48.9653,36.2029,26.4947,33.7515,31.9801,,53.8954,0.01646,36.2029,0.0087,33.7515,0.01093
54.901,2965.23,36.4812,3045.03,33.946,2924.98,,54.901,49.9084,36.4812,26.591,33.946,32.1816,,54.901,0.01683,36.4812,0.00873,33.946,0.011
55.8684,2956.16,36.7908,3045.22,34.1715,2924.98,,55.8684,50.8129,36.7908,26.655,34.1715,32.0891,,55.8684,0.01719,36.7908,0.00875,34.1715,0.01097
56.8167,2946.91,37.1152,3045.25,34.3881,2924.98,,56.8167,51.5513,37.1152,26.677,34.3881,31.9294,,56.8167,0.01749,37.1152,0.00876,34.3881,0.01092
57.7658,2937.16,37.4638,3044.91,34.6363,2924.99,,57.7658,51.9172,37.4638,26.652,34.6363,31.8049,,57.7658,0.01768,37.4638,0.00875,34.6363,0.01087
58.7155,2927.22,37.8203,3043.77,34.9422,2924.98,,58.7155,52.0255,37.8203,26.6111,34.9422,31.8509,,58.7155,0.01777,37.8203,0.00874,34.9422,0.01089
59.6573,2917.15,38.1933,3041.69,35.1861,2924.98,,59.6573,51.9977,38.1933,26.5493,35.1861,32.0695,,59.6573,0.01782,38.1933,0.00873,35.1861,0.01096
60.5667,2906.89,38.6544,3038.77,35.4808,2924.98,,60.5667,52.3529,38.6544,26.4911,35.4808,32.4241,,60.5667,0.01801,38.6544,0.00872,35.4808,0.01109
61.4706,2896.52,39.1109,3035.41,35.7503,2924.97,,61.4706,52.864,39.1109,26.4086,35.7503,32.6825,,61.4706,0.01825,39.1109,0.0087,35.7503,0.01117
62.3773,2886.29,39.582,3031.87,36.1146,2924.97,,62.3773,53.8385,39.582,26.297,36.1146,32.8127,,62.3773,0.01865,39.582,0.00867,36.1146,0.01122
63.2969,2876.33,40.0417,3028.28,36.4592,2924.97,,63.2969,54.6562,40.0417,26.2527,36.4592,32.7813,,63.2969,0.019,40.0417,0.00867,36.4592,0.01121
64.2451,2866.56,40.493,3024.75,36.8685,2924.98,,64.2451,55.6374,40.493,26.3339,36.8685,32.6811,,64.2451,0.01941,40.493,0.00871,36.8685,0.01117
65.1862,2856.58,40.9632,3021.54,37.338,2924.98,,65.1862,55.9359,40.9632,26.5041,37.338,32.5327,,65.1862,0.01958,40.9632,0.00877,37.338,0.01112
66.0896,2846.67,41.4422,3018.79,37.7103,2924.99,,66.0896,56.2469,41.4422,26.653,37.7103,32.4114,,66.0896,0.01976,41.4422,0.00883,37.7103,0.01108
66.9968,2836.16,41.9153,3016.85,38.1379,2925.09,,66.9968,55.3895,41.9153,26.76,38.1379,32.3039,,66.9968,0.01953,41.9153,0.00887,38.1379,0.01104
67.9322,2825.56,42.4003,3015.71,38.519,2925.25,,67.9322,55.2921,42.4003,26.8555,38.519,32.2473,,67.9322,0.01957,42.4003,0.00891,38.519,0.01102
68.8698,2813.7,42.8666,3015,38.9577,2925.41,,68.8698,55.3159,42.8666,26.9249,38.9577,32.2159,,68.8698,0.01966,42.8666,0.00893,38.9577,0.01101
69.7926,2801.05,43.3385,3013.94,39.3475,2925.49,,69.7926,56.7467,43.3385,26.9545,39.3475,32.2268,,69.7926,0.02026,43.3385,0.00894,39.3475,0.01102
70.6996,2787.39,43.8151,3012.06,39.8553,2925.07,,70.6996,58.2366,43.8151,27.0014,39.8553,32.2712,,70.6996,0.02089,43.8151,0.00896,39.8553,0.01103
71.6248,2772.46,44.2956,3009.33,40.3144,2923.81,,71.6248,59.8683,44.2956,27.0622,40.3144,32.3225,,71.6248,0.02159,44.2956,0.00899,40.3144,0.01105
72.5607,2756.73,44.7866,3006.11,40.7081,2921.82,,72.5607,61.2768,44.7866,27.1372,40.7081,32.3468,,72.5607,0.02223,44.7866,0.00903,40.7081,0.01107
73.5137,2740.63,45.253,3002.67,41.1467,2918.91,,73.5137,62.6342,45.253,27.1959,41.1467,32.3367,,73.5137,0.02285,45.253,0.00906,41.1467,0.01108
74.4528,2723.71,45.7295,2999.25,41.5353,2915.85,,74.4528,63.9022,45.7295,27.2759,41.5353,32.2996,,74.4528,0.02346,45.7295,0.00909,41.5353,0.01108
75.3701,2706.82,46.1957,2995.91,42.0508,2911.92,,75.3701,65.4246,46.1957,27.3465,42.0508,32.2346,,75.3701,0.02417,46.1957,0.00913,42.0508,0.01107
76.3032,2689.79,46.645,2992.65,42.504,2908.24,,76.3032,67.0471,46.645,27.4035,42.504,32.1725,,76.3032,0.02493,46.645,0.00916,42.504,0.01106
77.2586,2672.8,47.0911,2989.41,42.8979,2905,,77.2586,68.8753,47.0911,27.4391,42.8979,32.1267,,77.2586,0.02577,47.0911,0.00918,42.8979,0.01106
78.1865,2655.39,47.535,2986.17,43.346,2901.77,,78.1865,70.8273,47.535,27.501,43.346,32.0897,,78.1865,0.02667,47.535,0.00921,43.346,0.01106
79.112,2637.44,47.9656,2982.93,43.736,2899.17,,79.112,73.1269,47.9656,27.5962,43.736,32.0468,,79.112,0.02773,47.9656,0.00925,43.736,0.01105
80.0666,2618.63,48.3932,2979.68,44.1792,2897.14,,80.0666,75.648,48.3932,27.7184,44.1792,31.9906,,80.0666,0.02889,48.3932,0.0093,44.1792,0.01104
81.061,2598.42,48.8248,2976.41,44.5653,2896.22,,81.061,78.6289,48.8248,27.8166,44.5653,31.9347,,81.061,0.03026,48.8248,0.00935,44.5653,0.01103
82.0311,2577.84,49.2443,2973.1,45.0521,2895.99,,82.0311,81.1771,49.2443,27.8502,45.0521,31.8608,,82.0311,0.03149,49.2443,0.00937,45.0521,0.011
82.9442,2556.68,49.649,2969.8,45.477,2896.25,,82.9442,83.8737,49.649,27.8006,45.477,31.7849,,82.9442,0.03281,49.649,0.00936,45.477,0.01097
83.8865,2534.26,50.0423,2966.57,45.8472,2896.42,,83.8865,86.6102,50.0423,27.6759,45.8472,31.7191,,83.8865,0.03418,50.0423,0.00933,45.8472,0.01095
84.8497,2510.74,50.4265,2963.47,46.2606,2896.36,,84.8497,90.1367,50.4265,27.5367,46.2606,31.6551,,84.8497,0.0359,50.4265,0.00929,46.2606,0.01093
85.7958,2485.82,50.7995,2960.63,46.6172,2895.38,,85.7958,94.0672,50.7995,27.5161,46.6172,31.6053,,85.7958,0.03784,50.7995,0.00929,46.6172,0.01092
86.7296,2459.66,51.1671,2958.18,47.0154,2893.32,,86.7296,98.4639,51.1671,27.6756,47.0154,31.5477,,86.7296,0.04003,51.1671,0.00936,47.0154,0.0109
87.6907,2432.94,51.523,2955.88,47.3601,2890.66,,87.6907,102.996,51.523,28.0087,47.3601,31.4798,,87.6907,0.04233,51.523,0.00948,47.3601,0.01089
88.6749,2406.17,51.877,2953.47,47.8414,2887.05,,88.6749,107.568,51.877,28.3491,47.8414,31.375,,88.6749,0.04471,51.877,0.0096,47.8414,0.01087
89.6172,2379.65,52.2273,2950.65,48.274,2883.4,,89.6172,111.571,52.2273,28.6348,48.274,31.2679,,89.6172,0.04689,52.2273,0.0097,48.274,0.01084
90.5558,2353.73,52.5699,2947.54,48.6367,2880.21,,90.5558,115.549,52.5699,28.7781,48.6367,31.1797,,90.5558,0.04909,52.5699,0.00976,48.6367,0.01083
91.5075,2328.58,52.906,2944.25,49.0468,2876.8,,91.5075,120.293,52.906,28.8685,49.0468,31.088,,91.5075,0.05166,52.906,0.00981,49.0468,0.01081
92.441,2304.14,53.2404,2941.12,49.3893,2873.82,,92.441,126.219,53.2404,28.9206,49.3893,31.0191,,92.441,0.05478,53.2404,0.00983,49.3893,0.01079
93.3695,2280.02,53.5627,2937.7,49.7784,2870.89,,93.3695,133.046,53.5627,28.9795,49.7784,30.9481,,93.3695,0.05835,53.5627,0.00986,49.7784,0.01078
94.3222,2256.03,53.8804,2934.47,50.1993,2868.64,,94.3222,140.881,53.8804,29.0206,50.1993,30.8793,,94.3222,0.06245,53.8804,0.00989,50.1993,0.01076
95.306,2231.93,54.1969,2931.26,50.5123,2867.59,,95.306,147.659,54.1969,29.0593,50.5123,30.8348,,95.306,0.06616,54.1969,0.00991,50.5123,0.01075
96.26,2207.22,54.5047,2928.04,50.861,2867.21,,96.26,153.066,54.5047,29.132,50.861,30.8079,,96.26,0.06935,54.5047,0.00995,50.861,0.01074
97.2296,2181.9,54.811,2924.82,51.1623,2867.38,,97.2296,156.507,54.811,29.2497,51.1623,30.8061,,97.2296,0.07173,54.811,0.01,51.1623,0.01074
98.2208,2155.23,55.116,2921.59,51.5006,2867.72,,98.2208,159.329,55.116,29.4075,51.5006,30.8166,,98.2208,0.07393,55.116,0.01007,51.5006,0.01075
99.1772,2126.99,55.4151,2918.36,51.8671,2868.04,,99.1772,163.429,55.4151,29.5549,51.8671,30.8304,,99.1772,0.07684,55.4151,0.01013,51.8671,0.01075
100.13,2096.77,55.7124,2915.07,52.1555,2868.21,,100.13,169.098,55.7124,29.6828,52.1555,30.838,,100.13,0.08065,55.7124,0.01018,52.1555,0.01075
101.128,2064.39,56.006,2911.8,52.4831,2867.82,,101.128,176.723,56.006,29.7709,52.4831,30.8323,,101.128,0.08561,56.006,0.01022,52.4831,0.01075
102.112,2028.89,56.2953,2908.59,52.7675,2866.75,,102.112,186.407,56.2953,29.8826,52.7675,30.8207,,102.112,0.09188,56.2953,0.01027,52.7675,0.01075
103.091,1989.43,56.581,2905.51,53.0833,2864.67,,103.091,196.653,56.581,30.0046,53.0833,30.7978,,103.091,0.09885,56.581,0.01033,53.0833,0.01075
104.067,1944.84,56.8508,2902.68,53.3566,2861.99,,104.067,207.139,56.8508,30.1793,53.3566,30.7619,,104.067,0.10651,56.8508,0.0104,53.3566,0.01075
105.013,1895.36,57.1329,2900.25,53.6609,2858.66,,105.013,216.296,57.1329,30.319,53.6609,30.7105,,105.013,0.11412,57.1329,0.01045,53.6609,0.01074
105.983,1840.73,57.4052,2897.98,54.0004,2854.77,,105.983,224.706,57.4052,30.4163,54.0004,30.6515,,105.983,0.12207,57.4052,0.0105,54.0004,0.01074
106.982,1780.86,57.6777,2895.59,54.2584,2851.43,,106.982,231.683,57.6777,30.4401,54.2584,30.6084,,106.982,0.1301,57.6777,0.01051,54.2584,0.01073
107.958,1716.43,57.9526,2892.81,54.5418,2848.1,,107.958,237.514,57.9526,30.4823,54.5418,30.5722,,107.958,0.13838,57.9526,0.01054,54.5418,0.01073
108.916,1648.34,58.2309,2889.79,54.7933,2845.32,,108.916,241.699,58.2309,30.5392,54.7933,30.5498,,108.916,0.14663,58.2309,0.01057,54.7933,0.01074
109.9,1577.02,58.5012,2886.64,55.0746,2842.66,,109.9,244.362,58.5012,30.6616,55.0746,30.5335,,109.9,0.15495,58.5012,0.01062,55.0746,0.01074
110.86,1504.69,58.7794,2883.4,55.3142,2840.8,,110.86,243.32,58.7794,30.8067,55.3142,30.524,,110.86,0.16171,58.7794,0.01068,55.3142,0.01074
111.849,1433.59,59.0532,2879.94,55.6093,2839.15,,111.849,236.655,59.0532,30.978,55.6093,30.514,,111.849,0.16508,59.0532,0.01076,55.6093,0.01075
112.842,1365.55,59.3278,2876.39,55.8796,2837.59,,112.842,226.245,59.3278,31.112,55.8796,30.5032,,112.842,0.16568,59.3278,0.01082,55.8796,0.01075
113.823,1301.32,59.6149,2872.53,56.1168,2835.71,,113.823,214.2,59.6149,31.22,56.1168,30.4929,,113.823,0.1646,59.6149,0.01087,56.1168,0.01075
114.822,1240.98,59.8875,2868.58,56.3846,2833,,114.822,203.547,59.8875,31.2892,56.3846,30.4684,,114.822,0.16402,59.8875,0.01091,56.3846,0.01075
115.798,1184.94,60.1666,2864.85,56.6187,2830.15,,115.798,194.093,60.1666,31.361,56.6187,30.4311,,115.798,0.1638,60.1666,0.01095,56.6187,0.01075
116.807,1132.57,60.4487,2861.46,56.9147,2826.39,,116.807,186.787,60.4487,31.4399,56.9147,30.3439,,116.807,0.16492,60.4487,0.01099,56.9147,0.01074
117.805,1083.55,60.7291,2858.27,57.1806,2822.71,,117.805,179.558,60.7291,31.5431,57.1806,30.2531,,117.805,0.16571,60.7291,0.01104,57.1806,0.01072
118.781,1037.72,61.0072,2855.15,57.4102,2819.61,,118.781,172.523,61.0072,31.6493,57.4102,30.183,,118.781,0.16625,61.0072,0.01108,57.4102,0.0107
119.76,995.344,61.2835,2851.89,57.6668,2816.45,,119.76,165.268,61.2835,31.7485,57.6668,30.1305,,119.76,0.16604,61.2835,0.01113,57.6668,0.0107
120.71,955.844,61.5659,2848.45,57.8827,2813.85,,120.71,159.102,61.5659,31.8173,57.8827,30.1007,,120.71,0.16645,61.5659,0.01117,57.8827,0.0107
121.678,918.899,61.837,2844.56,58.1343,2811.81,,121.678,153.132,61.837,31.8634,58.1343,30.0823,,121.678,0.16665,61.837,0.0112,58.1343,0.0107
122.678,883.753,62.1084,2840.53,58.41,2810.67,,122.678,147.569,62.1084,31.8929,58.41,30.0836,,122.678,0.16698,62.1084,0.01123,58.41,0.0107
123.691,848.874,62.3811,2836.66,58.6194,2810.54,,123.691,142.592,62.3811,31.9399,58.6194,30.0901,,123.691,0.16798,62.3811,0.01126,58.6194,0.01071
124.682,815.237,62.6546,2832.97,58.8688,2810.73,,124.682,139.008,62.6546,32.0219,58.8688,30.1061,,124.682,0.17051,62.6546,0.0113,58.8688,0.01071
125.641,782.18,62.9266,2829.61,59.0894,2811.13,,125.641,136.85,62.9266,32.1101,59.0894,30.1329,,125.641,0.17496,62.9266,0.01135,59.0894,0.01072
126.623,749.456,63.2001,2826.49,59.3382,2811.3,,126.623,136.005,63.2001,32.2227,59.3382,30.177,,126.623,0.18147,63.2001,0.0114,59.3382,0.01073
127.63,717.056,63.4732,2823.39,59.5616,2811.11,,127.63,135.97,63.4732,32.3242,59.5616,30.2224,,127.63,0.18962,63.4732,0.01145,59.5616,0.01075
128.631,684.434,63.7523,2820.17,59.8136,2809.99,,128.631,136.119,63.7523,32.4273,59.8136,30.2694,,128.631,0.19888,63.7523,0.0115,59.8136,0.01077
129.646,651.243,64.0303,2816.78,60.0353,2808.11,,129.646,139.501,64.0303,32.5112,60.0353,30.2987,,129.646,0.21421,64.0303,0.01154,60.0353,0.01079
130.636,619.269,64.2994,2813.09,60.319,2805.01,,130.636,142.331,64.2994,32.5879,60.319,30.3116,,130.636,0.22984,64.2994,0.01158,60.319,0.01081
131.642,587.269,64.5658,2809.18,60.5642,2801.63,,131.642,147.211,64.5658,32.6581,60.5642,30.3068,,131.642,0.25067,64.5658,0.01163,60.5642,0.01082
132.63,555.761,64.8357,2805.43,60.7794,2798.42,,132.63,153.908,64.8357,32.7338,60.7794,30.2855,,132.63,0.27693,64.8357,0.01167,60.7794,0.01082
133.698,527.737,65.1062,2801.99,61.0207,2794.94,,133.698,159.521,65.1062,32.8124,61.0207,30.2561,,133.698,0.30227,65.1062,0.01171,61.0207,0.01083
135.671,414.499,65.6472,2795.59,61.4745,2788.82,,135.671,159.6,65.6472,32.9871,61.4745,30.2264,,135.671,0.38504,65.6472,0.0118,61.4745,0.01084
136.67,347.656,65.9171,2792.51,61.6787,2786.33,,136.67,163.412,65.9171,33.0693,61.6787,30.2377,,136.67,0.47004,65.9171,0.01184,61.6787,0.01085
137.637,274.705,66.1953,2789.41,61.937,2784.08,,137.637,155.637,66.1953,33.1644,61.937,30.2646,,137.637,0.56656,66.1953,0.01189,61.937,0.01087
138.609,203.092,66.4661,2786.27,62.1767,2782.6,,138.609,140.338,66.4661,33.2602,62.1767,30.3007,,138.609,0.69101,66.4661,0.01194,62.1767,0.01089
139.577,146.867,66.7386,2783.12,62.3883,2781.34,,139.577,128.386,66.7386,33.36,62.3883,30.3398,,139.577,0.87417,66.7386,0.01199,62.3883,0.01091
140.587,104.56,67.0078,2779.99,62.6311,2779.38,,140.587,108.831,67.0078,33.4756,62.6311,30.3796,,140.587,1.04084,67.0078,0.01204,62.6311,0.01093
141.578,73.7862,67.2811,2776.95,62.8452,2776.99,,141.578,86.4376,67.2811,33.6055,62.8452,30.4,,143.507,1.20622,67.2811,0.0121,62.8452,0.01095
142.547,54.9548,67.5526,2773.96,63.0925,2773.89,,142.547,65.8785,67.5526,33.7313,63.0925,30.4067,,151.51,1.91331,67.5526,0.01216,63.0925,0.01096
143.507,41.1293,67.8253,2770.84,63.3054,2770.79,,143.507,49.611,67.8253,33.8538,63.3054,30.4108,,154.504,2.96538,67.8253,0.01222,63.3054,0.01098
144.516,29.7573,68.0976,2767.43,63.5832,2766.91,,144.516,37.9058,68.0976,33.9704,63.5832,30.4164,,160.692,3.3629,68.0976,0.01227,63.5832,0.01099
145.562,22.5083,68.3711,2763.53,63.826,2763.46,,145.562,29.1181,68.3711,34.0793,63.826,30.4267,,161.753,3.29004,68.3711,0.01233,63.826,0.01101
146.609,18.7406,68.6456,2758.89,64.033,2760.62,,146.609,23.8086,68.6456,34.1753,64.033,30.4437,,162.787,3.3004,68.6456,0.01239,64.033,0.01103
147.618,10.3545,68.9208,2753.88,64.2661,2757.96,,147.618,11.8125,68.9208,34.255,64.2661,30.4792,,163.797,3.12279,68.9208,0.01244,64.2661,0.01105
148.59,15.6108,69.1959,2749.26,64.4665,2756.05,,,,69.1959,34.3491,64.4665,30.5154,,164.806,2.7793,69.1959,0.01249,64.4665,0.01107
151.51,23.2536,69.4727,2745.38,64.7094,2754.48,,,,69.4727,34.453,64.7094,30.5626,,165.768,2.55622,69.4727,0.01255,64.7094,0.0111
